sequence, count
" the book of lost answers, 2
find a good deed for you, 2
hey watch where you 're dripping, 2
we 'll never find it in, 2
learn how to be a dragon, 2
we have to do is find, 2
come on you can do it, 2
baby heart throb please sit down, 2
let 's go to paradise estate, 2
i wish i wish i wish, 2
we have to get the sunstone, 2
i did n't wan na do, 2
by sunset flutter valley will be, 2
thank you thank you thank you, 2
will be dark dank and dreary, 2
flutter valley will be no more, 2
i guess we 'll have to, 2
's got to be around here, 2
witches from the volcano of gloom, 2
then that 's where we 're, 2
it does n't look like we, 2
lickety split heart throb and gusty, 2
'll never make it in time, 2
he loves me he loves me, 2
we 've got to stop them, 2
we 'll never make it in, 2
i do n't know if i, 2
be banished to the realm of, 2
the sunstone back to flutter valley, 2
a good deed for you to, 2
i 've never seen a storm, 2
chance to capture all those ponies, 2
loves me he loves me not, 2
how are we ever going to, 2
shoobee doo shoop shoop bee doo, 2
got to get out of here, 2
do n't know what 's wrong, 2
get the sunstone back to flutter, 2
let 's see if we can, 2
let 's go back to paradise, 2
we 've got to get the, 2
they 've run out of water, 2
we 've got a long way, 2
join a dragon camp is all, 1
i really do--then again i could, 1
oh my my what have we, 1
at least until the stonebacks leave, 1
" the third made another 's, 1
how i 've longed to find, 1
well that 's kind of what, 1
are but do you know where, 1
the salamander uh a water creature, 1
to get back to paradise estate, 1
of the only lesser crested snicklewhacker, 1
until they give us the locket, 1
i 've always wanted an ugly, 1
nothing lasts forever especially my nerves, 1
in it also reflected your loveliness, 1
it 's very hard to give, 1
story once about a wizard who, 1
no no do n't let me, 1
get to father 's magnifier and, 1
back i have my new powers, 1
anyone have any idea how we, 1
make up my mind how to, 1
trying to teach her some magic, 1
want to stay up for the, 1
stay low until you get out, 1
that they 'll let us go, 1
friend so you can abuse me, 1
we got ta get the prince, 1
multicolored protoplasmic organisms are ruining the, 1
beginning and then your precious ponyland, 1
just do n't get us wet, 1
transform me into a crystal beam, 1
darkness sends now begin the night, 1
do it once a long time, 1
they 'd be back by now, 1
what 's tag what 's tag, 1
tried to get them master honest, 1
i bet if you all went, 1
we brought you some bush melons, 1
and knight shade and try to, 1
get the flashstone away from squirk, 1
're not going to take one, 1
i 'll hide in the pool, 1
this is where we met him, 1
uh does anyone have any idea, 1
a few troggles are still loyal, 1
ribbon and i 'll send our, 1
have to see this situation for, 1
're one of the legendary princess, 1
the source of erebus ' power, 1
to undo the wishes of the, 1
control and restored everything to normal, 1
i 'm spike a baby dragon, 1
forced to come here by squirk, 1
was just mopped an hour ago, 1
know these gullies like the back, 1
do n't get out of here, 1
his demons now what do we, 1
aye who 'd be your master, 1
did decide who should be queen, 1
and it is your duty to, 1
cleaned the agean 's stables filthy, 1
's there waiting to be rescued, 1
the real one to change the, 1
tell you actually that well it, 1
role is well to be a, 1
ponyland 's magic is breaking down, 1
was a risk worth taking danny, 1
be mad when he hears about, 1
radiance my own extraordinary indescribable beauty, 1
a feeling we 're gon na, 1
n't had a chance to find, 1
ol' palace and crash their dumb, 1
like that at a time like, 1
you 're out of your league, 1
if she 's watching us in, 1
a carefully conceived plan to steal, 1
i 've got a surprise for, 1
potion which i knocked us into, 1
here somewhere i just saw it, 1
if you want to rule us, 1
sugar cone filled with 200 scoops, 1
you know how to get there, 1
and a couple pals were kickin', 1
no somnambula please do n't make, 1
she 's the princess that all, 1
messing around with witches without paying, 1
start over in a new neighborhood, 1
's get the sunstone back where, 1
you are prisoners and resistance is, 1
some rope in that sack of, 1
let its wearer float like a, 1
long are we going to put, 1
all the grown-up ponies act strange, 1
never find it in all this, 1
keep him exerting himself long enough, 1
affects just the little ponies and, 1
two more minds right over here, 1
we should rescue the ponies first, 1
well i uh was thinking that, 1
as we 're free there 's, 1
n't look like we could help, 1
sunset flutter valley will be just, 1
one thing powerful enough to defeat, 1
promised your mothers i 'd bring, 1
fly a kite fly a kite, 1
warn you grogar plans to exile, 1
ta do is walk through that, 1
think they want more than that, 1
anyone 's fun but--well you are, 1
up and down on your legs, 1
be fixed up in no time, 1
to run back here for lunch, 1
me but i believe i can, 1
should n't have tried to interfere, 1
that we 're all safe now, 1
have to face them on my, 1
does anyone have any idea how, 1
do and this is how we, 1
've had enough excitement for one, 1
to have someone gnawin' on you, 1
get the prince back in the, 1
twilight will i ever fly like, 1
oh i ca n't do that, 1
it 's back to the old, 1
technology like habbit and i. a, 1
play with your friends in the, 1
wind whistler uh we 're sorry, 1
one part changed faster than the, 1
i 'm going to be the, 1
have escaped thorough another secret passage, 1
it take it to the left, 1
all the land to himself and, 1
me what this is over here, 1
but it did n't even rain, 1
still does n't explain what happened, 1
lickety split is a terrific jumper, 1
's not gon na hurt the, 1
's get back to ponyland and, 1
i thought he was with you, 1
all those things but this can, 1
dungeon can do to your hair, 1
but we have to try to, 1
well he 's not gon na, 1
whole world will be frozen over, 1
everyone 's shadow back and we, 1
over your rails at the finish, 1
when are you going to stop, 1
sunstone the witches got flutter valley, 1
do n't you take him with, 1
and loud and the fourth let, 1
you seek the rainbow of darkness, 1
you scare us all out of, 1
gizmonks gock and gluda have sent, 1
suffering from a singular lack of, 1
the real one maybe we can, 1
can find it but you 're, 1
all let 's build forts and, 1
i 'd better check it out, 1
we are you can have all, 1
rest of you through these maze, 1
teach you not to steal my, 1
would-be dragonslayer he was n't that, 1
's the worst thing i ever, 1
to start making my greatest creation, 1
want that sunstone back flutter ponies, 1
uh i guess i do get, 1
everything back the way it was, 1
you uh if you want to, 1
erebus possesses their spirit and courage, 1
's make a new rule that, 1
mama i wish i could have, 1
'd only get thrown out again, 1
whoever is " it " and, 1
your minds quickly we 're getting, 1
little flutter pony in the cage, 1
the entire confection should be covered, 1
on i 'm going for the, 1
locked the good guys in jail, 1
sunstone and the bees would capture, 1
how much further is it megan, 1
years waiting for my grandfather to, 1
'm going to stop now do, 1
's tell the other unicorns while, 1
you 'd better help yourself first, 1
of here huh can we huh, 1
light the way with my horn, 1
ruler grogar tried to conquer ponyland, 1
he can come down and get, 1
over him megan but we ca, 1
to be the famousest famous ballerina, 1
the sunstone will be back to, 1
in it unless i 'm inside, 1
and gock come back just lend, 1
to understand this display of sentiment, 1
left the land of legends today, 1
me pictures of goons dancing around, 1
oh it 's all sting 's, 1
from a land far far away, 1
have the power to make my, 1
briar ring to keep her out, 1
that 's not the way you, 1
were so pretty and the crab, 1
's no way out of this, 1
think of the dragon life now, 1
have to save the rest of, 1
him 500 years to build the, 1
for understanding her subjects like me, 1
i seem to have lost my, 1
power of these coins can have, 1
of your philosophy sting and remove, 1
gee alonso maybe we should leave, 1
you believed it would be bad, 1
just knowledge to be the queen, 1
can be extra help for everyone, 1
friends but you ca n't hide, 1
us and we run away and, 1
we must form a search party, 1
anything done right you have to, 1
's right our home 's okay, 1
get us into a lot of, 1
ten thou oh er twenty hundred, 1
really realized how nice rain is, 1
the goblins found everyone by reading, 1
'd love to visit the little, 1
even a dungeon will look nice, 1
when you are king you 'll, 1
not unless you pay the toll, 1
shoved that ol' witch right in, 1
just how good it really feels, 1
you play a game with us, 1
sunstone back before sunset or flutter, 1
we brought a present for bumble, 1
ca n't fool me anymore erebus, 1
crawl as babies they walk as, 1
i guess morning glory did n't, 1
well for you crumbled your own, 1
's time to set ourselves free, 1
gizmos and hyper super-duper technical things, 1
cut it out and act your, 1
all in her cloak and i, 1
he 's trying to change shape, 1
the crescent of visions did not, 1
am going to have to see, 1
never thought i 'd hear you, 1
or something has upset the magical, 1
we do n't get out of, 1
with you back to royal paradise, 1
here huh can we huh please, 1
n't worry they never felt it, 1
got ta get newborn twins some, 1
make you pay for what you, 1
'm sorry all these terrible things, 1
come to show us the way, 1
that rock-thing 's gon na be, 1
pegasi flutter ponies so there are, 1
the flowers would grow and i, 1
next time you 'll know that, 1
used to be our home 'till, 1
guess i 'll never learn how, 1
she was a big ol' mutt, 1
saving it for my prize roses, 1
anything this paint touches will be, 1
master i know it 's not, 1
you 're gon na be fixing, 1
let me try from up here, 1
ice cream you want for free, 1
might be able to provide that, 1
the other unicorns while there 's, 1
wo n't leave me alone eh, 1
crystal orb did n't seem real, 1
's where we 've got ta, 1
can blow down these walls and, 1
would you please help me out, 1
if i can or if i, 1
have you heard have you heard, 1
i 'll fly out of reach, 1
you think you could help us, 1
nerve coming back here knight shade, 1
how about if i get you, 1
for a would-be dragonslayer he was, 1
whatever it is you 're doing, 1
gee i do n't think any, 1
on your way now to begin, 1
true your small black cloud will, 1
come help me oil this shade, 1
pretend to be my prisoners and, 1
can find a good deed for, 1
it getting warm in here or, 1
him while you and then we, 1
of mind and believe your deeds, 1
the best ya all can do, 1
and i 'm beautiful too do, 1
someone 's got to get megan, 1
baby moondancer where 's your costume, 1
help you when you stand with, 1
back to their camp with all, 1
gon na have a nervous breakdown, 1
wonder all the magic in ponyland, 1
you please help me out now, 1
we 've got ta be clever, 1
back to ponyland and help our, 1
i 'm camembert the mayor of, 1
i thought she was your partner, 1
give them the rainbow of light, 1
do n't even know what they, 1
you expect from them my son, 1
get down there and save baby, 1
i 'm afraid we 're stuck, 1
they almost saw us flying in, 1
me build a little ol' snow, 1
i know a secret way into, 1
fly like a pegasus i do, 1
'll probably never let you leave, 1
fear our only recourse is to, 1
magical talisman far beneath lavan 's, 1
you better be on the level, 1
they stole the sunstone and if, 1
flories were so pretty and the, 1
'm not only useless but i, 1
real one to change the spell, 1
rider and water lily have been, 1
i 'll give you discount on, 1
because we do n't want to, 1
return to me knight shade and, 1
i still think i 'm going, 1
you think of my new dress, 1
would have kept going when things, 1
got to have some weakness if, 1
'd better be moving on to, 1
've become the most powerful creature, 1
friend and set things straight for, 1
and everybody 's safe and sound, 1
baby cuddles will be as good, 1
in eighty years or so when, 1
just close your eyes we 'll, 1
you could jump out and surprise, 1
feel that the big bell we, 1
flories could be hiding anywhere even, 1
that i must do a good, 1
work without any glory or reward, 1
suffer along with the rest of, 1
a gift pony in the mouth, 1
well i 'm sure i have, 1
spoil the game for the rest, 1
back to flutter valley before sunset, 1
go that high it 's you, 1
those things but this can of, 1
sometimes it 's hard not to, 1
my friend woebegone and you as, 1
seen why you want the horseshoe, 1
we should all go back to, 1
oh he was just plain cruel, 1
n't be able to tunnel through, 1
to turn the other wing morning, 1
promised to make me a star, 1
good 'cause i 'd like you, 1
we were good at we 'd, 1
you free us we will take, 1
shall all be banished to the, 1
know if i can make it, 1
that i got from the sea, 1
we do n't want to take, 1
've got to find bray and, 1
it between these jaws to stop, 1
what you 've done is n't, 1
we 've got to evacuate the, 1
shoo-bee-doo shoop-shoop-bee-doo shoo-bee-doo shoop-shoop-bee-doo what 's, 1
of visions did not show why, 1
see i come from grayvale a, 1
ya who to root for huh, 1
'll know it when you see, 1
was separated from them by accident, 1
right to turn them into glass, 1
moochick and the baby ponies have, 1
think has happened to our babies, 1
was face to face with the, 1
the heat that we 're here, 1
and he probably brought his bad, 1
n't suhelp you could well thanks, 1
gon na shatter you one by, 1
a lesson he 'll nay soon, 1
the lamp and i 'm obliged, 1
still get the sunstone back to, 1
meal might come if it comes, 1
ai n't like the old days, 1
that the boys are modeling for, 1
with nets and take them away, 1
got to reach the gates before, 1
like him would only get in, 1
we can catch squirk and crank, 1
the flutter ponies get the sunstone, 1
say tambelon then i woke up, 1
light is the most powerful magic, 1
it 's bumble and her swarm, 1
castle can pull away from these, 1
've got some marvelous plans for, 1
can stay where he is and, 1
could that be what they 're, 1
kind of what i had in, 1
i do believe it 's a, 1
happening to the baby ponies right, 1
and watcher of the crescent of, 1
n't trust me trust megan and, 1
and he used the energy from, 1
two 's been asking for it, 1
faster and higher than you can, 1
now has a heart of his, 1
and her bees to steal the, 1
we 've come to ask for, 1
was n't that a good surprise, 1
then what the crab nasties said, 1
no you ca n't and do, 1
ca n't seem to get to, 1
whistler fly faster than you 've, 1
wait till i get my hooves, 1
a queen needs to have a, 1
ta get these banners and bows, 1
i uh i think bumbleland 's, 1
brought all your fears to life, 1
how sister dear do you plan, 1
and the monster 's role is, 1
a nearby village for a token, 1
to speak to you for a, 1
get to the party faster than, 1
cookie and your future is in, 1
's the only way we 'll, 1
bumble and the bees would get, 1
now how shall i trap them, 1
we dragons have certain criteria which, 1
's going to wink herself to, 1
a good thing for me to, 1
mean honestly he really and truly, 1
in the world have you been, 1
now i 'm making my own, 1
hang on baby tiddly hang on, 1
they come we can be waiting, 1
and ask him to help us, 1
magic is n't working right anywhere, 1
and get on her way we, 1
her now is the horseshoes magic, 1
the situation to me on the, 1
but i ca n't swim very, 1
do n't wan na be alone, 1
on second thought maybe it 's, 1
favorite old toy over the hill, 1
something is not altogether ship-shape here, 1
your way now to begin your, 1
wherein she sleeps kiss and awaken, 1
which our magic wands draw their, 1
spent years developing my greatest ice, 1
n't wink through walls and that, 1
go to flutter valley and get, 1
she 'd be " it ", 1
like it affects just the little, 1
who thinks she 's been hiding, 1
there was a strange girl in, 1
'm forced to help zeb supply, 1
a hold this little whatever they, 1
talk to this niblick and ask, 1
well she thought it would be, 1
and erebus became even more powerful, 1
big and strong enough to keep, 1
's not like any illness we, 1
've got ta do is find, 1
me knight shade and i 'll, 1
send our very favorite old toy, 1
simple jumping drill like any self, 1
a cage of stone till we, 1
you just have to keep your, 1
thing to do is figure out, 1
's got to have some weakness, 1
some kind of squishy bug or, 1
tells what kind of wish the, 1
help you believed it would be, 1
only we can find the magic, 1
i 'd be concerned about how, 1
egg in your sandal and beat, 1
suppose it 's just a bit, 1
as the flutter pony who tried, 1
been fighting so long i guess, 1
it took him 500 years to, 1
i suppose i could sing a, 1
's get back to the estate, 1
's wed attracts misadventure the way, 1
ponies pegasi flutter ponies so there, 1
said that the scree gaze upon, 1
to himself and so using his, 1
up is a nice big ice-cream, 1
speed and the percentage of the, 1
got just what we 've been, 1
but i thought you left to, 1
your loveliness if woven into a, 1
actually believe that bad luck stuff, 1
's very kind of you rosedust, 1
have to do with us or, 1
i just got ta find buttons, 1
gets his feelings from the heartstone, 1
every inhabitant of ponyland in the, 1
the babies got back home alright, 1
ice orgs and lava demons can, 1
i said the flutter ponies are, 1
the sunstone from flutter valley and, 1
but you three will do for, 1
energy meeting mass and being converted, 1
i take you so you can, 1
's the fine ship i 've, 1
in here that even lavan does, 1
i just knew this would happen, 1
they chase us from every place, 1
tried everything and i ca n't, 1
volcano of gloom to get it, 1
to live than this cramped dump, 1
he used the energy from the, 1
day the sun is shining life, 1
oh flutter valley is going to, 1
'm too old to lift a, 1
where you run i can find, 1
've come to ask for your, 1
n't really collapse the moon 's, 1
it ca n't help being the, 1
i-i think you 're all beautiful, 1
to widen the crack something we, 1
back to his eminence before he, 1
chariot does not roll the head, 1
use a cane for a third, 1
what you 're trying to say, 1
you know you 've got ta, 1
it 's just a bit too, 1
never going to break into that, 1
that used to be called bright, 1
go sugar bon appetit as they, 1
and they all just up and, 1
to think that those pathetic creatures, 1
with the kaleidostone while tattle and, 1
see how much better you can, 1
yeah yeah that way that way, 1
whole kingdom just by snapping his, 1
get the sunstone and the flutter, 1
's a lot to be said, 1
get moving while i tell it, 1
you 're lucky you did n't, 1
what 's causing all these strange, 1
[ all repeat ] baby heart, 1
that 's that 's not it, 1
work if masquerade can fool grogar, 1
i mean this guy maybe a, 1
the cake picks it up to, 1
i 'll send our very favorite, 1
i 've got a funny feeling, 1
what do you want with us, 1
ca n't go in the water, 1
'm cured of my bad attitude, 1
do with my time than play, 1
all i 'm gon na say, 1
hoo hoo my name 's puck, 1
way back in so we can, 1
i put 'em in my good, 1
know where these gizmonks are we, 1
's go take a look at, 1
giant chased after the little grundle, 1
once we have them mr. moochick, 1
he said he was a wizard, 1
interrupting me when i have important, 1
must be free to stop this, 1
out of the water long enough, 1
joist and timber of this palace, 1
we do n't know for certain, 1
and being converted into kinetic energy, 1
there will be no place for, 1
left her at dawn and there, 1
makes all the grown-up ponies act, 1
perfect setting to raise a family, 1
could have supplied me with shadows, 1
and i just could n't face, 1
must be one of the lava, 1
can come here any time for, 1
where do we find the horseshoes, 1
sure the babies got back home, 1
year 's an awfully long time, 1
oh heart throb do n't be, 1
megan a friend of the flutter, 1
there 's not much time to, 1
has long hair only on her, 1
and get those keys from him, 1
the bees would get the sunstone, 1
least i think it 's his, 1
i am king now and what, 1
i thought i 'd never see, 1
see ever since the duchess took, 1
be some way to get out, 1
there 's more to them than, 1
was a wizard and promised to, 1
n't keep up with you whizzer, 1
because the magic horseshoe you wear, 1
you shall guard these crowns as, 1
i hope you and the rest, 1
as the frazzits remain in the, 1
they simply wanted a place to, 1
let 's put our wands together, 1
know you 'll do a good, 1
cause i 'm gon na turn, 1
i-i think i 'll go now, 1
've come here to ask you, 1
is in love enough to brave, 1
in the first place this never, 1
and-crunch the rockdog turned bushwoolies-turned bushwoolies-, 1
really wan na know it started, 1
we 'd better take her with, 1
gets back with help you 'll, 1
've set us free from the, 1
put 'em in my good luck, 1
'll be on your way now, 1
she has such trouble winking back, 1
hard enough there be way in, 1
guess we 'll have to trust, 1
furbobs so we 'll help you, 1
through here right in this cell, 1
it gets louder the higher i, 1
red ball would be like to, 1
rain and i might what 's, 1
my magic is running low and, 1
gon na have to get back, 1
hope the moochick is figuring out, 1
it what s she talking about, 1
gee i hope megan and lofty, 1
probably mad at me for messing, 1
n't get it back to flutter, 1
no flutter valley was almost mine, 1
besides what 's a big guy, 1
we need it for mimic 's, 1
got to find bray and get, 1
just do n't want you to, 1
that curiosity of yours north star, 1
half so good as you robin, 1
if we can just get loose, 1
does n't know what to do, 1
there is a pond due south, 1
can keep him exerting himself long, 1
oh my poor poor darlings and, 1
's anything here i 'm gon, 1
'd like you to stick around, 1
we 'd better look for another, 1
me not about anything but themselves, 1
i 've got some marvelous plans, 1
let 's do what we can, 1
name of his majesty king charlatan, 1
morning glory reaches paradise estate the, 1
would n't turn against us wind, 1
me out of the volcano of, 1
a strange girl in our rooms, 1
you 're lookin' forward to seein', 1
of the troggles enjoy living in, 1
explain while we go back to, 1
'm gon na shatter you one, 1
shoo-bee-doo shoop-shoop-bee-doo wan na play with, 1
think it 's more than just, 1
can afford to wait that long, 1
us we will take the horseshoe, 1
it was built to be deceiving, 1
it seems we 're about to, 1
just get the honey off our, 1
would give us a new home, 1
more like a pillow fight to, 1
way to get out of here, 1
knows how to undo the magic, 1
i 've never had one get, 1
when you give them the rainbow, 1
her bees to steal the sunstone, 1
the sofa i was s'posed ta, 1
the little ponies and not the, 1
means you have learnt a great, 1
new minute i learn how to, 1
for now being here is the, 1
make it light up it gets, 1
's the 306th time i won, 1
got ta be in here somewhere, 1
nothing is worth the loss of, 1
okay i 'll see you at, 1
the witches got flutter valley and, 1
king now and what i say, 1
'll have to go the rest, 1
he 's got just what we, 1
you can abuse me in this, 1
then your job is just beginning, 1
have known of your need for, 1
to the victor goes the sunstone, 1
n't even remember where home base, 1
as valentine watched her friend gallop, 1
ze key is on ze guard, 1
could help us with the stonebacks, 1
than my magic coins which ai, 1
better hurry megan 'll be here, 1
na come looking for us because, 1
gon na give that obnoxious rockwhatis, 1
always the emerald idle in the, 1
but none of my magic seems, 1
like this are always happening to, 1
are very orderly and well-balanced society, 1
find in carton of your ice, 1
have n't got all day come, 1
speaking of masquerade where is she, 1
i hear it but it did, 1
we can find out easily enough, 1
we ca n't risk erebus spotting, 1
you can do when you work, 1
get the book then i 'll, 1
baby ribbon you know winking out, 1
what we have to do now, 1
no wonder it 's so hot, 1
heart has yearned for one as, 1
of home well it 's high, 1
swim in the waterfall and pick, 1
paradise estate is still our home, 1
no one 's ever been here, 1
be careful not to frighten it, 1
we 're not accomplishing anything waiting, 1
bring in the night that never, 1
perhaps then you are beginning to, 1
may decide what is and is, 1
you can actually do three in, 1
to be careful not to frighten, 1
be the queen a princess pony, 1
bigger cupcake but you now she, 1
go to furbobia and get the, 1
but tell the others to get, 1
share our new home with nobody, 1
that was all i wanted to, 1
do you think we can make, 1
once we get to the top, 1
of yours will be fixed up, 1
can go up for a flight, 1
he puts them in his satchel, 1
north star and spike they seem, 1
meet your fate like a man, 1
are tunnels in here that even, 1
i 'm a dragon not a, 1
might be interested in a little, 1
we just have to be patient, 1
it 's said that the scree, 1
see it with the baby ponies, 1
nectar i 'm going to explode, 1
're police and they are escaped, 1
do n't let them get away, 1
used for evil too easily fizzy, 1
long ago in the land of, 1
gotten our home back without it, 1
're going to make him give, 1
we 're doing the right thing, 1
enough we should be able to, 1
are some bad things in this, 1
have much effect on rocks would, 1
water long enough to drop the, 1
up there maybe i can escape, 1
and wind whistler is acting so, 1
shoop-shoop-bee-doo i glad molly is safe, 1
is not what i was going, 1
believe me there are no such, 1
that you touch shall be plagued, 1
you are n't looking for a, 1
to play in a village called, 1
ration what 's left of the, 1
ma is gon na be so, 1
gon na miss dinah i truly, 1
na find it up here in, 1
where these gizmonks are we 'll, 1
your friends and you can trust, 1
rescue party and went after them, 1
wish we were as light as, 1
are the caretakers of the forest, 1
of course not master right away, 1
since the start of this adventure, 1
out of there now i need, 1
just do n't have any way, 1
you do everything like you 're, 1
are you interrupting me when i, 1
gingerbread and shady will compete in, 1
can use it to lure grogar, 1
storm come up so fast before, 1
we 'll take 'em by surprise, 1
's even too hot to fly, 1
need you to knock the frazzits, 1
are we gon na do danny, 1
i 'll be happy to guide, 1
the magic has been put right, 1
are no plants or trees or, 1
we keep an eye on them, 1
chased after us and used up, 1
other half of the amulet is, 1
upset the magical foundation of ponyland, 1
are we going to put up, 1
all my life my heart has, 1
you see mimic one of the, 1
all anyone 's wanted to see, 1
learn how to control my powers, 1
's no place to put a, 1
yeah yeah it 's all right, 1
we get to the top how, 1
on our roots in no time, 1
do n't think they 're dangerous, 1
what the sun was doing when, 1
back in place you 'll see, 1
you when you stand with the, 1
of there in a jiffy galaxy, 1
lumps of rock into the smooth, 1
n't the three of you learn, 1
's better to just turn the, 1
am i ever glad to see, 1
offer to protect the citizens of, 1
help to get the magic wands, 1
i 'm obliged to grant you, 1
made some woolie pies for you, 1
of the estate by uninvited guests, 1
forward to seein' them little fillies, 1
to help zeb supply him with, 1
i mean it makes things grow, 1
it 's not natural this time, 1
been terribly worried ever since the, 1
beezen ordered me to mop you, 1
for the real one maybe we, 1
got ta do is walk through, 1
guess hide and seek just is, 1
we ca n't give up hope, 1
my darlings we 've been trying, 1
what 's so difficult about that, 1
to make you feel all good, 1
unless you want to stumble round, 1
of the lamp and i 'm, 1
then that the shadows provided erebus, 1
he wind up back in the, 1
if only i could get out, 1
but we 're going to find, 1
oh ugh tomorrow we have to, 1
roll out the red carpet and, 1
that 's it wind whistler bring, 1
dare say it is freezing too, 1
're not going to find out, 1
legs in the morning two at, 1
been getting her youth from the, 1
you 're crazy if you think, 1
after us and keeps us safe, 1
so if we can keep him, 1
ca n't life be more like, 1
morning glory said there 's nothing, 1
but it 's more serious here, 1
'll be the last thing ya, 1
have to go all the way, 1
them to the black mountains the, 1
they are n't always what they, 1
sure they get good and clean, 1
's wrong but we 're not, 1
telepathic power of the goblin 's, 1
beginnin' to understand why all the, 1
to bring flutter valley back to, 1
she 'd know what to do, 1
the glassy wrath of the great, 1
there are probably all different kinds, 1
are you saying no to me, 1
we ever going to stop him, 1
something i can do that no, 1
doing what you did back there, 1
the moochick is the one to, 1
a dragon camp is all very, 1
hair to weave a fake magic, 1
nearly all is not good enough, 1
did drop my sweatband at the, 1
because of that their magic is, 1
we 'd only get thrown out, 1
n't know the water would dry, 1
you may decide what is and, 1
he well i never had a, 1
wonderful thought to be a beautiful, 1
to get the sunstone back to, 1
the satchel should be in one, 1
wanted some triple fudge nut caramel, 1
girls flutter valley will be wilted, 1
this must be where the raptorians, 1
are you sure this is gon, 1
day or do you wan na, 1
the right to turn them into, 1
seems to be the source of, 1
your help to get the magic, 1
they 're nice boys but they, 1
of us can get you there, 1
i thought maybe her horn could, 1
the way back in so we, 1
three heavy stone statues all the, 1
did stay for her horseshoes were, 1
you both pushed me and now, 1
believed it would be bad for, 1
terrific jumper and you can fly, 1
have taken years to put together, 1
'd better get out of here, 1
now i have to take a, 1
life it 's very hard to, 1
a while and only for special, 1
but what i need is experience, 1
a long journey just as the, 1
wo n't have anything to fear, 1
what any of these symbols mean, 1
'm ready to start making my, 1
come here to ask you that, 1
just looked it 's my turn, 1
or we 'll be back in, 1
will teach you not to steal, 1
to find water for the seaponies, 1
just rest easy for a while, 1
feet in diameter and the entire, 1
you ought to wait a few, 1
these terrible things are happening to, 1
like you 'll always be in, 1
that are big and strong enough, 1
any longer paradise estate would 've, 1
more dangerous down there than you, 1
greatest treasure of all a friend, 1
what will happen when the heartstone, 1
if tambelon changes slowly from the, 1
we got ta get newborn twins, 1
can we possibly save the rest, 1
the gem but i neglected to, 1
would 've done it for anybody, 1
no intention of giving them up, 1
threatened to turn ponyland into glass, 1
ripple just confused 'bout you that, 1
the three of you learn to, 1
you ca n't and do n't, 1
the darkening sunset a single lonely, 1
to do now is get out, 1
always wanted an ugly old place, 1
i got two and they only, 1
protect the heartstone which is the, 1
soon you 'll join him in, 1
you 're witches that 's how, 1
is it rabbit 's up to, 1
first place this never would have, 1
and i reckon this one 's, 1
if any of us can get, 1
have different roles in the land, 1
gon na find it up here, 1
did was to turn ponyland into, 1
what can i do that is, 1
broken my spell which means you, 1
dangers of the floating castle reach, 1
large cat by any chance are, 1
soon as she moves grab it, 1
you wo n't be able to, 1
and if we do n't get, 1
no one passes through the door, 1
seen the book i was reading, 1
the sun is going to set, 1
the ghost still here i think, 1
i can light the way with, 1
got to help us find them, 1
a star all he said he, 1
we must be nearing the third, 1
and- and- and-crunch the rockdog turned, 1
