sequence, count
feat and magic makes it, 3
that 's what i 've, 3
do n't know if i, 3
i do n't have to, 3
strong sharing kindness it 's, 3
's the last thing i, 3
the best friend a pony, 3
you do n't look so, 3
do n't care what you, 3
ca n't thank you enough, 3
a quest to find out, 3
princess mi amore cadenza and, 3
am happy to report that, 3
who we are and we, 3
fun a beautiful heart faithful, 3
no no no no no, 3
a right thing to do, 3
throw me in a dungeon, 3
him and his father before, 3
by millions of people around, 3
has nothing to do with, 3
is used by millions of, 3
cutie mark crusaders on a, 3
hooves and do a little, 3
you 're gon na get, 3
little pony my little pony, 3
if you 're gon na, 3
i 've tried everything i, 3
and strong sharing kindness it, 3
crusaders on a quest to, 3
and they do n't wan, 3
if it 's the last, 3
're gon na be late, 3
i do n't know why, 3
somepony tries to block show, 3
i tried to tell you, 3
millions of people around the, 3
and i 'm not gon, 3
i as a good friend, 3
the help we can get, 3
you have to do is, 3
we 're never gon na, 3
parties and they do n't, 3
it 's all in good, 3
n't care what you say, 3
a beautiful heart faithful and, 3
going to have to wait, 3
i just do n't know, 3
the zap apples are comin', 3
'd love to see you, 3
do n't worry about it, 3
heart and hope to fly, 3
we need all the help, 3
it 's gon na be, 3
but there 's no way, 3
captain of the royal guard, 3
never stop the journey not, 3
experience the highest video and, 3
never seen anything like it, 3
is gon na be so, 3
are you gon na do, 3
if i were you i, 3
of fun a beautiful heart, 3
i am happy to report, 3
i did n't mean to, 3
something 's gon na fall, 3
be so kind as to, 3
i 've never seen a, 3
all right my little ponies, 3
that 's why i 'm, 3
the elements back where you, 3
the cutie mark crusaders on, 3
were you i would n't, 3
to get my hooves on, 3
friend a pony could ever, 3
dungeon in the place that, 3
until we have our cutie, 3
we will never stop the, 3
" when somepony tries to, 3
ca n't believe we 're, 3
player to experience the highest, 3
we are gathered here today, 3
there 's no such thing, 3
applejack it 's rainbow dash, 3
you are my number one, 3
do this on my own, 3
my heart and hope to, 3
n't thank you enough for, 3
there 's nothing to be, 3
elements back where you began, 3
it 's an easy feat, 3
pinkie pie are you sure, 3
tries to block show them, 3
it 's the last thing, 3
beautiful heart faithful and strong, 3
" i am happy to, 3
sharing kindness it 's an, 3
mark crusaders on a quest, 3
the finish line with me, 3
i 'm afraid i have, 3
and hope to fly stick, 3
what are you gon na, 3
to block show them that, 3
the journey not until we, 3
always there to help anypony, 3
pinkie pie you are so, 3
ta caaare it 's a, 3
are and we will never, 3
there is no need to, 3
quest to find out who, 3
class to get a cutie, 3
they do n't wan na, 3
's all i ever dreamed, 3
miss cheerilee and big mac, 3
i do n't have any, 3
'll excuse me i 've, 3
it 's all i ever, 3
big adventure tons of fun, 3
the last thing i do, 3
before him and his father, 3
keep up the good work, 3
twilight you 've got to, 3
block show them that you, 3
's an easy feat and, 3
the end of the day, 3
to experience the highest video, 3
and magic makes it all, 3
cross my heart and hope, 3
i were you i would, 3
i really like her mane, 3
you got ta caaare it, 3
used by millions of people, 3
gon na be late for, 3
my little pony my little, 3
journey not until we have, 3
it 's applejack it 's, 3
the highest video and audio, 3
you stomp your whole self, 3
i do n't want any, 3
what are you laughing at, 3
you 're gon na do, 3
if we ca n't get, 3
you have to listen to, 3
fly stick a cupcake in, 3
an easy feat and magic, 3
tickets to the grand galloping, 3
do n't look so good, 3
unicorn in all of equestria, 3
you reach your right hoof, 3
could replace that saggy old, 3
if we 're gon na, 3
will never stop the journey, 3
i ca n't thank you, 3
we 're gon na have, 3
why would n't i be, 3
what are you talking about, 3
'm gon na have to, 3
i 'm sorry rainbow dash, 3
the world find out why, 3
're going to have to, 3
tons of fun a beautiful, 3
in a dungeon in the, 3
download gom player to experience, 3
you 're not gon na, 3
oh for pete 's sake, 3
whoo whoo whoo whoo whoo, 3
faithful and strong sharing kindness, 3
there 's no way i, 3
what do you wan na, 3
easy feat and magic makes, 3
how could i 've forgotten, 3
n't wan na be my, 3
are my number one assistant, 3
of the great and powerful, 3
people around the world find, 3
what in the world is, 3
it 's a good idea, 3
best friend a pony could, 3
you wan na hang out, 3
all you have to do, 3
are gathered here today to, 3
n't have to do that, 3
's a right thing to, 3
thank you enough for this, 3
do this the hard way, 3
lovely to see you again, 3
's nothing to be afraid, 3
you 're supposed to do, 3
'll never be able to, 3
'm afraid i have to, 3
the longest day of the, 3
stop the journey not until, 3
kindness it 's an easy, 3
all the help we can, 3
be coming a little better, 2
pony plus hundreds o' apple, 2
you all through so much, 2
'm sorry twilight to have, 2
you should be ashamed of, 2
bushels of brand new bouncing, 2
to earn our cutie marks, 2
princess celestia will be here, 2
chew is just what i, 2
do n't know how we, 2
friend 's trust is the, 2
our cutie marks are here, 2
i know it 's gon, 2
utmost trustworthiness reliability and integrity, 2
you 're gon na jump, 2
think i know what the, 2
down from that platform launching, 2
head said hush now quiet, 2
exactly does this machine do, 2
and the most dependable of, 2
to spend some time together, 2
think you just cut in, 2
beloved guest of honor a, 2
in to see me today, 2
a problem with blank flanks, 2
time to keep rounding up, 2
time to take out the, 2
got some fine apple juice, 2
so much while i 'm, 2
should be ashamed of yourself, 2
a party is still a, 2
she 's just being pinkie, 2
need to walk to the, 2
i do n't think you, 2
been doin' a whole lotta, 2
the middle of a crisis, 2
who 're we gon na, 2
are sure to impress the, 2
have a very important message, 2
four cans of paint and, 2
i would n't show up, 2
it just me or did, 2
we came as soon as, 2
then throw me in a, 2
you did n't have to, 2
is no need to panic, 2
go applejack that was awesome, 2
'em up but i need, 2
'll excuse me i have, 2
in the blink of an, 2
motion that we declare her, 2
today we are here to, 2
to lay your sleepy head, 2
i 'm trying to tell, 2
we 're in the middle, 2
you really think you can, 2
uh i 'll take one, 2
something extremely important to tell, 2
the answer is still no, 2
and i pinkie pie declare, 2
copy of ponyville right over, 2
and she will bring about, 2
i think somepony else needs, 2
i hate being a model, 2
guest of honor a pony, 2
if we do n't always, 2
work cut out for me, 2
and more importantly you saved, 2
you how it 's really, 2
off more than you can, 2
to enter the next rodeo, 2
so why do n't you, 2
gon na help me with, 2
is time travel fun or, 2
just gon na have to, 2
second and when i woke, 2
pony of the utmost trustworthiness, 2
tasty enough to touch the, 2
has invaded the poor town, 2
more instruments i 've got, 2
only are you adorable but, 2
i 've got something to, 2
's not important right now, 2
get every last apple out, 2
not sure where these other, 2
the best flyer in equestria, 2
how many times do i, 2
the magic of friendship in, 2
just does n't add up, 2
pony award but the real, 2
place is n't gon na, 2
i thought i was the, 2
once again the great and, 2
i 'll tell you what, 2
have to put you all, 2
for baking the muffins and, 2
can chew is just what, 2
time to lay your sleepy, 2
what do you have to, 2
stashed all over ponyville in, 2
but i 'm the one, 2
at ya like a funnel, 2
dropped in to see me, 2
get your mark when the, 2
you and rarity wait over, 2
now i got ta go, 2
not gon na let you, 2
that 's why i need, 2
believe what i found at, 2
else 's preparations are coming, 2
in a big tasty stew, 2
just me or did applejack, 2
in the whole wide world, 2
get them under control before, 2
i 'm sewing them together, 2
trees this applebuck season all, 2
of this job by day, 2
a parade in honor of, 2
want me to be a, 2
sorry but i just wanted, 2
ponyville 's most capable and, 2
ca n't believe time travel, 2
my mouth is makin' promises, 2
're marrying somepony i do, 2
parade in honor of my, 2
even when they do n't, 2
to make but i think, 2
'll be a total disaster, 2
now if i could just, 2
bake anything from fritters to, 2
every last apple out of, 2
twilight sparkle my prized pupil, 2
incredibly bothersome creatures has invaded, 2
they 're in the star, 2
i bet you 'll be, 2
i mean i figure it, 2
big for you to handle, 2
pony tales really are true, 2
's there to worry about, 2
'll get the sugar and, 2
report on the magic of, 2
i was the only one, 2
it all about you do, 2
i was busy applebuckin' and, 2
i 'm just as good, 2
you have to help me, 2
do you want some help, 2
have something extremely important to, 2
by snip croup dock haunch, 2
my privilege to give the, 2
did n't want you to, 2
nurse you back to health, 2
little guys are devouring ponyville, 2
good friend could help you, 2
gon na be dancing and, 2
i got my work cut, 2
thing to do you got, 2
could wrap up winter with, 2
what if she exploded and, 2
is going to love it, 2
i hope i 'm not, 2
pies in the blink of, 2
of a chicken and the, 2
listen what happened to you, 2
you 're supposed to land, 2
you 're all great friends, 2
here 's all those apples, 2
you to handle on your, 2
you do n't know how, 2
it 's my job to, 2
dash i just ca n't, 2
super speedy cider squeezy 6000, 2
're supposed to do and, 2
want this place to be, 2
will put you in trances, 2
n't wait to show you, 2
a cupcake in my eye, 2
i 'm so sorry but, 2
so happy to see you, 2
took so long to make, 2
my eyes for a second, 2
a wonderful way to spend, 2
still pretty ticked you 're, 2
easier if there were n't, 2
imperative that the princess is, 2
to is time travel fun, 2
celestia will be here tomorrow, 2
and that 's the art, 2
dash dropped in to see, 2
that are sure to impress, 2
i was so frantic to, 2
're dealing with not cows, 2
but i 'm me too, 2
help gather them using her, 2
the loyalest of friends and, 2
over equestria and are busy, 2
banjo is the only answer, 2
cadance is only the most, 2
cans of paint and four, 2
to teach you about being, 2
a pony who can fly, 2
still do n't have our, 2
i got some fine apple, 2
to write to princess celestia, 2
so frustrated i could just, 2
it because you were insulted, 2
our efforts to save ponyville, 2
're so glad you 're, 2
've got to listen to, 2
how d' ya like them, 2
that were born this season, 2
you shake it all about, 2
well who 's stoppin' you, 2
coming a little better if, 2
your hooves on the ground, 2
they 're messing up all, 2
a good friend could help, 2
to diamond tiara 's cuteceaera, 2
be too busy to come, 2
's what i 've done, 2
remember it 's all in, 2
so we can hear how, 2
you learned anything about friendship, 2
applejack i had something else, 2
a giant tree branch in, 2
i have to go would, 2
sorry we did n't listen, 2
me into the air faster, 2
i had never seen anything, 2
again the great and powerful, 2
that 's not important right, 2
learning so much from each, 2
anypony know where i can, 2
the pony pokey you do, 2
with ponyville 's best athlete, 2
gave us all the willies, 2
all the fuss is about, 2
have no idea where these, 2
i got ta say it, 2
it 's time to lay, 2
help me with my new, 2
hate to admit it to, 2
knew what those critters were, 2
applebuck season all by myself, 2
the elements of harmony once, 2
ta go find a trombone, 2
brother that made his eyes, 2
is the fastest way to, 2
gobble you up in a, 2
that 's what i call, 2
you sayin' my mouth is, 2
n't have our cutie marks, 2
i got ta go find, 2
'll take one off your, 2
bunnies we 're dealing with, 2
i 'm gon na stand, 2
silly instruments for one second, 2
've got ta do something, 2
apple out of those trees, 2
it 's imperative that the, 2
what do you think spike, 2
gentlecolts we are gathered here, 2
it 's going to be, 2
to listen to is time, 2
pinkie i 'm a little, 2
what is going on here, 2
the mess they made before, 2
'm very impressed with your, 2
when i got my cutie, 2
prove to you that i, 2
na get every last apple, 2
you think i was so, 2
pickle barrel kumquat pickle barrel, 2
if i ca n't find, 2
i 'll be at the, 2
would you be so kind, 2
all over ponyville in case, 2
kids as i am with, 2
there 's no reason to, 2
her magic to heal me, 2
i 'm on my own, 2
that you banish me to, 2
i 'm sure she 'll, 2
wait to show you to, 2
official bunny census where we, 2
do n't mind if i, 2
real friends do n't care, 2
and here 's where we, 2
oh thank you so much, 2
have n't met an apple, 2
i 'm so glad you, 2
this would be an awful, 2
yeah yeah in a minute, 2
were all along huh pinkie, 2
and one pony plus hundreds, 2
does anypony know where i, 2
actually applejack i had something, 2
i wan na do it, 2
about a visit from royalty, 2
for you to handle on, 2
have to listen to is, 2
from where you least expect, 2
there be two me 's, 2
mess they made before the, 2
the art of the dress, 2
a young pony 's life, 2
with the official bunny census, 2
" your faithful student twilight, 2
using her wonderful herding skills, 2
hang a banner that says, 2
only the prettiest ones will, 2
to the elements of harmony, 2
it 's not scientifically possible, 2
did n't turn out so, 2
a count of all the, 2
'em while they 're hot, 2
we 're dealing with not, 2
you about the future and, 2
know how we 'll break, 2
have a lot of work, 2
and it just gave us, 2
na do some amazing flips, 2
us from that scary stampede, 2
8 plywood a box of, 2
the super speedy cider squeezy, 2
now get out there and, 2
to look nice for princess, 2
friends and the most dependable, 2
promises my legs ca n't, 2
is tasty enough to touch, 2
what happened to the rest, 2
one end then you 're, 2
exact copy of ponyville right, 2
any direction on corrallin' critters, 2
many more instruments i 've, 2
bunnies have been born so, 2
that 's my final offer, 2
's just being pinkie pie, 2
we glad to see you, 2
how could my own sister, 2
revoltingly is allowed in my, 2
and then i said ", 2
did you i mean i, 2
n't get me started on, 2
know where i can find, 2
you launched her into the, 2
that does n't mean i, 2
baking the muffins and running, 2
said hush now quiet now, 2
the little critters straight at, 2
na be dancing and games, 2
so proud of you twilight, 2
was so frantic to get, 2
i really hope everything comes, 2
and you know just what, 2
something else to talk to, 2
with the elements of harmony, 2
a pony we can always, 2
run sugarcube corner for the, 2
you ask me it 's, 2
princess celestia cordially invites you, 2
it 'll be nice to, 2
we 've got much bigger, 2
but i just wanted to, 2
" no " for an, 2
i have a very special, 2
you 're also quite useful, 2
a box of nails four, 2
plywood a box of nails, 2
to upset your applecart but, 2
did n't even know it, 2
i do n't have much, 2
you 're from the future, 2
because you were insulted when, 2
but i do n't need, 2
just do n't know what, 2
to be for the princess, 2
a mishap with some of, 2
bunny census where we count, 2
was acting a bit stubborn, 2
've barely made a dent, 2
apple family calls harvestin' time, 2
could really use your help, 2
go to diamond tiara 's, 2
town gave me the prized, 2
that 's quite all right, 2
seven hundred and fifty wing, 2
i only had one a, 2
i think you just cut, 2
from next tuesday morning but, 2
the good citizens of ponyville, 2
'll tell you what we, 2
the apple family calls harvestin', 2
and you know what that, 2
pony my little pony friends, 2
saw one of those nasty, 2
come true right here at, 2
the princess is on her, 2
now what do we do, 2
do n't want you to, 2
the gala at the gala, 2
'm still pretty ticked you, 2
've got ta go help, 2
can come from where you, 2
magic of friendship in person, 2
the princess is told right, 2
make a point without being, 2
pinkie pie declare that these, 2
you just cut in front, 2
apples short of a bushel, 2
armor 's love for you, 2
n't that a mite dangerous, 2
be able to do it, 2
me it 's already a, 2
to get lectured right now, 2
longest day of the thousandth, 2
i 'll cast a spell, 2
give me your latest report, 2
a real problem all right, 2
you all for helping me, 2
rainbow dash you and fluttershy, 2
all that the ruining is, 2
that letter to princess celestia, 2
of ponyville have organized a, 2
got hungry in the night, 2
i got a lot of, 2
that she crashed onto my, 2
you up in a big, 2
what all the fuss is, 2
we should do this again, 2
came as soon as we, 2
princess is on her way, 2
award to our beloved guest, 2
well i better get kickin', 2
the best bakers ever is, 2
i do n't know twilight, 2
too big for you to, 2
of harmony once again and, 2
thought this was just an, 2
or the game is over, 2
's just what i was, 2
sorry twilight to have to, 2
i 'd love to but, 2
that water up to cloudsdale, 2
completely respect the apple family, 2
all the food in town, 2
and gentlecolts we are gathered, 2
watch where you 're going, 2
i 'm sure to get, 2
when they do n't always, 2
are here to honor a, 2
now applejack i completely respect, 2
apples are n't gon na, 2
and when i woke up, 2
that i help provide additional, 2
half a day and no, 2
do n't you use your, 2
i 'm afraid an emergency, 2
a few months or a, 2
that visit is going to, 2
timid bunch and need to, 2
by piece snip by snip, 2
sort of epic pony war, 2
too hard and you need, 2
gon na be the best, 2
what 's the big deal, 2
the entire sweet apple acres, 2
few seconds so you 've, 2
mooriella here saw one of, 2
stay up all night and, 2
na eat the apple family, 2
shake it all about you, 2
and a banjo is the, 2
's gon na help me, 2
n't gon na clean itself, 2
hearts and hooves day ever, 2
na stand on one end, 2
checklist of the things i, 2
" " the stars will, 2
have n't got all day, 2
creatures are in ponyville you, 2
census where we count up, 2
so with no further ado, 2
and you 've barely made, 2
i 'd like to be, 2
you do n't want me, 2
to get to zecora 's, 2
do n't need you guys, 2
busy to get lectured right, 2
we call in the weather, 2
together in time for tomorrow, 2
oh for the love of, 2
rainbow dash it 's applejack, 2
the night will last forever, 2
round up these little guys, 2
future and i only have, 2
just get on with it, 2
n't have a cutie mark, 2
count of all the new, 2
up winter with your magic, 2
how to stop them from, 2
the most dependable of ponies, 2
you saved my reputation with, 2
'll give you two bits, 2
might as well be a, 2
invites you to the wedding, 2
n't wait to hear all, 2
i 'm so proud of, 2
understand that you do n't, 2
my reputation with princess celestia, 2
a friend 's trust is, 2
just gave us all the, 2
she will put you in, 2
no woodland creature 's gon, 2
to do you got ta, 2
few months or a few, 2
n't you learned anything about, 2
do n't have a cutie, 2
at the front of the, 2
that 'll be four bits, 2
worst things that could happen, 2
in person that you were, 2
get back and clean up, 2
did n't you see how, 2
i had something else to, 2
terribly honored that you and, 2
i hope you do n't, 2
creatures has invaded the poor, 2
n't have time to keep, 2
n't been casting spells on, 2
what does it look like, 2
to report to princess celestia, 2
na jump down from that, 2
met an apple orchard yet, 2
wield the elements of harmony, 2
oh no you do n't, 2
but i 'm really really, 2
'm just here to check, 2
nothing that we fear we, 2
right and you know just, 2
to you that i can, 2
under each other 's feet, 2
be dancing and games and, 2
rarity those outfits are gorgeous, 2
that you were getting married, 2
i can do this on, 2
did n't mess itself up, 2
and we 'll have the, 2
've lost a brand new, 2
that one tried that one, 2
've made up my mind, 2
mares and gentlecolts we are, 2
for the apple family reunion, 2
ask me it 's already, 2
think somepony else needs your, 2
c d e f g, 2
do i got ta say, 2
six wooden planks 4 by, 2
i 'm not the ruiner, 2
n't see that one comin', 2
i saw her put a, 2
actually i have n't seen, 2
come on let 's go, 2
've got the perfect treat, 2
it 'll be a total, 2
harmony once again and stop, 2
list between us we might, 2
just next time try and, 2
how would you like to, 2
two of us here getting, 2
treats are fit for a, 2
apple orchard yet that i, 2
place that you banish me, 2
n't just caused you problems, 2
straight ahead and pin the, 2
you there 's nothing to, 2
wait to hear all about, 2
've got much bigger problems, 2
the blink of an eye, 2
actually live all over equestria, 2
ah i 've missed you, 2
we 're so glad you, 2
all gather here in the, 2
to thank applejack for single-hoofedly, 2
good citizens of ponyville have, 2
iron will 's not a, 2
tell me all about it, 2
they get inside my store, 2
impressed with your friends as, 2
we gather all the apples, 2
bakers ever is gon na, 2
time travel is really possible, 2
need to build an exact, 2
me princess mi amore cadenza, 2
flips and spins that are, 2
know you 're in there, 2
doing things did n't work, 2
take a bite out of, 2
spell to make them stop, 2
honored that you and the, 2
not be as sophisticated as, 2
so maybe you can put, 2
sure where these other two, 2
i think the princess can, 2
new pair of cymbals that, 2
figure out a way to, 2
so sorry but i just, 2
the stars will aid in, 2
have organized a parade in, 2
'll be here for sure, 2
know about you but i, 2
she seemed fine to me, 2
they actually live all over, 2
dancing and games and cake, 2
i know you wan na, 2
launching me into the air, 2
was working with ponyville 's, 2
do n't think i can, 2
gon na prove it to, 2
has n't just caused you, 2
is my great pleasure to, 2
what we 'll do next, 2
dances and if you look, 2
citizens of ponyville have organized, 2
her what you 've learned, 2
you 'll just have to, 2
that i can do this, 2
n't met an apple orchard, 2
your sleepy head said hush, 2
sure to get it this, 2
of the best bakers ever, 2
it 's what the apple, 2
critters were all along huh, 2
tried that one tried that, 2
like you 'd be good, 2
seems to be the problem, 2
week i get to run, 2
's quite neighborly of her, 2
'll always be a way, 2
the fate of equestria is, 2
in the best young flyer, 2
when i woke up i, 2
i closed my eyes for, 2
us we might just make, 2
allow your friends to help, 2
but i need everypony 's, 2
in her escape and she, 2
stomp if you 're tired, 2
i was trying to get, 2
make a cutie mark appear, 2
a letter to the princess, 2
brand new pair of cymbals, 2
that we fear we 'll, 2
you 've barely made a, 2
a pony of the utmost, 2
once i 'm in the, 2
's the art of the, 2
to have a companion for, 2
pinkie we 've got much, 2
'm gon na stand on, 2
got my work cut out, 2
it 's not what i, 2
and need to be treated, 2
really hope everything comes together, 2
monster of so little size, 2
i do n't need you, 2
it is my privilege to, 2
do and the quest for, 2
there 's no point in, 2
these flowers are for princess, 2
sayin' my mouth is makin', 2
of incredibly bothersome creatures has, 2
'm not interrupting anything important, 2
have a companion for spike, 2
gave me the prized pony, 2
work extra hard to make, 2
looking into each other 's, 2
is gon na help me, 2
in matters great and small, 2
what 's that sound twilight, 2
n't even know what to, 2
just wanted to mention that, 2
message for you from the, 2
the front of the pack, 2
apples from the trees so, 2
were just here for the, 2
think i should wear it, 2
so glad you could make, 2
oh my goodness oh my, 2
ponyville 's prized pony to, 2
ponies and terrorized bushels of, 2
as soon as we heard, 2
to the wedding at all, 2
does n't add up to, 2
running the store this afternoon, 2
important message for you from, 2
deep in her eyes she, 2
just an unofficial casual visit, 2
need no help from nopony, 2
can bake anything from fritters, 2
n't mind if i do, 2
as good with kids as, 2
i could really use your, 2
i 've missed you kid, 2
my parties and they do, 2
we got ta work extra, 2
wan na hang out with, 2
pony we can always count, 2
on one end then you, 2
had something else to talk, 2
for saving us from that, 2
have you seen rainbow dash, 2
supposed to do and your, 2
not better off without a, 2
go would you care to, 2
you and the good citizens, 2
'm sure she can tell, 2
with kids as i am, 2
there 's nothing fun about, 2
loyalest of friends and the, 2
all the ponies in this, 2
just what you 're supposed, 2
's trust is the fastest, 2
the princess can handle it, 2
one of those nasty snakes, 2
with some of the baked, 2
we 're supposed to be, 2
happened to the rest of, 2
them using her wonderful herding, 2
you use your fancy mathematics, 2
of the things i have, 2
put a little of your, 2
're messing up all my, 2
what 's this new trick, 2
i was trying to say, 2
walk straight ahead and pin, 2
know what you 're up, 2
enough to touch the royal, 2
somepony i do n't even, 2
're doing and help me, 2
to honor a pony we, 2
baby bunnies that were born, 2
an old ponies ' tale, 2
's just an old ponies, 2
they 're just so cute, 2
i 'll see what i, 2
has come up in fillydelphia, 2
but remember these flowers are, 2
so frantic to get my, 2
this is all my fault, 2
to the rest of her, 2
i 've met when i, 2
applejack 's slick moves out, 2
them stop eating all the, 2
n't fit it all in, 2
and spins that are sure, 2
a second and when i, 2
i am not taking ", 2
snip croup dock haunch shoulders, 2
no i do n't think, 2
how could it not be, 2
of cymbals that 's what, 2
that made his eyes go, 2
n't know how we 'll, 2
the name of all things, 2
'll herd the little critters, 2
me with my new flying, 2
and that 's when the, 2
hungry in the night so, 2
but i 'm going to, 2
need to be treated gently, 2
got much bigger problems than, 2
makes it all complete yeah, 2
what does that have to, 2
are we gon na be, 2
do you want to look, 2
am i gon na get, 2
we might just make it, 2
to get out of here, 2
never fear your friendly neighborhood, 2
prized pony to help me, 2
how 's the banquet coming, 2
think they 're gon na, 2
everyone knows what to do, 2
you i would n't show, 2
fritters to pies in the, 2
what 's happening to me, 2
'm not gon na let, 2
to go would you care, 2
and ice cream and punch, 2
can tell us how to, 2
i know who did it, 2
's a few apples short, 2
it 's hard to believe, 2
what i found at the, 2
now i 'm gon na, 2
little critters straight at ya, 2
me your latest report on, 2
let 's get back and, 2
of crops and harvests consumed, 2
" welcome princess celest ", 2
and rarity wait over there, 2
is over and i win, 2
n't show up to the, 2
at the gala at the, 2
n't be the same without, 2
there is nothing that we, 2
your stubborn pride aside and, 2
do n't have a very, 2
that 's a lot of, 2
game is over and i, 2
got to listen to me, 2
i was a little filly, 2
how did you know about, 2
she will bring about nighttime, 2
pleading and beseeching and asking, 2
you 're me but i, 2
pair of cymbals that 's, 2
this is n't what i, 2
i 'd be at sugarcube, 2
's where we have our, 2
supposed to be for the, 2
what 's that supposed to, 2
's gon na help gather, 2
what it 's all about, 2
could just make a point, 2
again as well as your, 2
thank you thank you thank, 2
i 'm not talking about, 2
are you supposed to pack, 2
she 'll gobble you up, 2
we can hear how she, 2
i woke up i was, 2
do n't want me to, 2
saving us from that scary, 2
just move your little rump, 2
it 's rainbow dash it, 2
eyes for a second and, 2
tuesday morning but that 's, 2
're eating all the food, 2
stop eating all the food, 2
princess could arrive at any, 2
stubborn pride aside and allow, 2
i 've got you now, 2
all the apples from the, 2
so many questions i have, 2
i 've tried begging and, 2
