sequence, count
the book of lost, 3
am i going to, 3
it was n't my, 3
it 's a trap, 3
you do n't think, 3
a way out of, 3
's get back to, 3
we do n't get, 3
we 've got a, 3
to the realm of, 3
it 's that way, 3
do n't know if, 3
i 'm so proud, 3
got ta get out, 3
did you do that, 3
where are you going, 3
'll have to find, 3
of the lava demons, 3
me she hates me, 3
do i have to, 3
got to get the, 3
if you do n't, 3
run run run run, 3
we just wan na, 3
let 's go get, 3
'll never find it, 3
way to get the, 3
i told you to, 3
get us out of, 3
we wo n't have, 3
what have we here, 3
did n't do anything, 3
've got ta get, 3
to learn how to, 3
we did n't do, 3
there 's no way, 3
i 'm so glad, 3
do you think of, 3
've got a surprise, 3
it 's the witches, 3
've got to find, 3
now 's our chance, 3
'll never make it, 3
've got to stop, 3
but how do we, 3
where are we going, 3
just a little more, 3
i 've got you, 3
i going to do, 3
is your last chance, 3
did n't wan na, 3
all the little ponies, 3
me out of here, 3
rest of the flutter, 3
do n't do this, 3
n't be able to, 3
let 's get back, 3
a way to get, 3
you ca n't do, 3
i ca n't even, 3
run for your lives, 3
i do n't understand, 3
on the other side, 3
what 's your name, 3
where 'd she go, 3
've never seen a, 3
and the rest of, 3
i 've got ta, 3
if you ask me, 3
it 's here somewhere, 3
i just ca n't, 3
you 're not going, 3
it 's a long, 3
go to paradise estate, 3
be " it ", 3
there will be no, 3
it 's just a, 3
take them to the, 3
the other half of, 3
learn how to be, 3
do n't be ridiculous, 3
to be the queen, 3
i ca n't believe, 3
now it 's time, 3
i should be queen, 3
save the rest of, 3
n't be long now, 3
capture all those ponies, 3
it 's got to, 3
what you 've done, 3
ca n't wink through, 3
so we can get, 3
it 's gon na, 3
and you 'll be, 3
what do you mean, 3
i 'll give you, 3
are you gon na, 3
let 's go back, 3
i have n't had, 3
a long time ago, 3
i can do that, 2
look what you 've, 2
's check it out, 2
a good deed for, 2
it all started when, 2
to rescue megan and, 2
shift to utter flutter, 2
deed for you to, 2
what 'll we do, 2
i 'll be ", 2
's the matter with, 2
escape escape escape escape, 2
they know we were, 2
where did i put, 2
get back to paradise, 2
in the first place, 2
no problem at all, 2
let 's get some, 2
i do n't suppose, 2
i want that sunstone, 2
know it 's here, 2
've just got to, 2
put one over the, 2
and i 've got, 2
i got two and, 2
i 'm sure of, 2
and the bees would, 2
of light is the, 2
loves me he loves, 2
well that was n't, 2
'll deal with you, 2
any of us can, 2
n't want to spoil, 2
as long as we, 2
we do n't remember, 2
split heart throb and, 2
all the ice cream, 2
ai n't gon na, 2
whatever it is it, 2
you ca n't stay, 2
i think you should, 2
it 's getting so, 2
we 've come to, 2
got a long way, 2
what you gon na, 2
've got ta go, 2
in the whole world, 2
i think we 'd, 2
that 's not it, 2
i 'll make a, 2
where it 's always, 2
got ta do is, 2
you think they 'll, 2
to dream valley and, 2
will you give it, 2
's done is done, 2
i sure hope the, 2
witches from the volcano, 2
never find it in, 2
they 've run out, 2
i 've got some, 2
we ever going to, 2
this is your fault, 2
too do n't you, 2
any longer paradise estate, 2
the witch weed machine, 2
and thank you for, 2
i wonder where the, 2
only megan were here, 2
i am going to, 2
spent my magic coins, 2
why did you do, 2
give it to me, 2
it 's too dangerous, 2
do n't have the, 2
and i 'm not, 2
ca n't even make, 2
a dragon not a, 2
no it is n't, 2
back in the dungeon, 2
i want to be, 2
you 'll be sorry, 2
be on your way, 2
way out of here, 2
something that is one, 2
n't have to be, 2
do n't have to, 2
to capture all those, 2
did n't see that, 2
it 's the last, 2
got to stop them, 2
gon na do with, 2
us the way to, 2
no you ca n't, 2
at a time like, 2
got to get out, 2
think it 's a, 2
you 're standing on, 2
n't think it 's, 2
yes master right away, 2
last chance to capture, 2
ca n't do this, 2
the baby ponies are, 2
do n't think you, 2
a way to stop, 2
ca n't take it, 2
bell we found in, 2
rescue megan and the, 2
what about the stonebacks, 2
go to flutter valley, 2
'll have a better, 2
glass before they ruin, 2
think it 's that, 2
the flashstone away from, 2
we have to be, 2
're we gon na, 2
go back to flutter, 2
we 're the treasure, 2
with the rest of, 2
what if she 's, 2
see if we can, 2
a time like this, 2
the sunstone back to, 2
i can make it, 2
i 'm afraid we, 2
give up flutter ponies, 2
i 'm not all, 2
n't wan na play, 2
'm so proud of, 2
night that never ends, 2
're gon na go, 2
did n't mean it, 2
we could do it, 2
i 'm going for, 2
let 's see if, 2
where do you think, 2
my little flutter ponies, 2
the little ponies and, 2
this is n't right, 2
yeah yeah yeah help, 2
as soon as i, 2
i 'd like to, 2
you ca n't catch, 2
glory reaches paradise estate, 2
it 's up to, 2
you have to come, 2
there 's got ta, 2
everything 's going to, 2
what i 've done, 2
thing i ever heard, 2
i guess we 'll, 2
what have we done, 2
just have to keep, 2
i 'm not a, 2
it ca n't hurt, 2
do n't ya know, 2
the witches from the, 2
what they 're so, 2
in a floating castle, 2
with the magic wands, 2
i 'm sure they, 2
all right all right, 2
a bad feeling about, 2
's see what we, 2
it 's like this, 2
we 'd better get, 2
now what do we, 2
you for your help, 2
we 'll get the, 2
left the land of, 2
keep an eye on, 2
in the name of, 2
when you are king, 2
do n't think it, 2
here 's my plan, 2
seem to have lost, 2
we must do something, 2
learn how to control, 2
they 're in trouble, 2
it 's the ponies, 2
it 's time to, 2
know what happened to, 2
what has happened to, 2
do what i tell, 2
a long way to, 2
n't know where it, 2
piece of my mind, 2
and who are you, 2
i think i just, 2
i 'll take that, 2
i 've been waiting, 2
winking out is against, 2
can you do it, 2
's the only way, 2
the little ponies are, 2
of here right now, 2
a load of this, 2
we wish it would, 2
i 'm the only, 2
you wo n't be, 2
get a load of, 2
see what we can, 2
go of the string, 2
to do is find, 2
to do with the, 2
you spent my magic, 2
oh do n't worry, 2
me a good deed, 2
the night that never, 2
have you seen the, 2
never get past him, 2
of course it is, 2
'd better do something, 2
have to work together, 2
according to the legend, 2
the princess ponies and, 2
how can i help, 2
'm coming with you, 2
and the flutter ponies, 2
we can do about, 2
's more like it, 2
do n't think they, 2
go to dream valley, 2
that 's more like, 2
we can do it, 2
we 're helping a, 2
flutter ponies are coming, 2
come on we take, 2
satin slipper sweet shoppe, 2
are we ever going, 2
do n't worry we, 2
well let 's see, 2
" the book of, 2
when it is many, 2
'm gon na turn, 2
but i 've got, 2
oh it 's a, 2
me he loves me, 2
let 's try again, 2
oh no no no, 2
let 's see what, 2
ever glad to see, 2
really did n't mean, 2
'll never get past, 2
what i had in, 2
where the little ponies, 2
do n't be so, 2
n't swim very well, 2
he loves me he, 2
i just might be, 2
run out of water, 2
the crescent of visions, 2
got to be careful, 2
in a matter of, 2
throb please sit down, 2
get away with it, 2
where do we find, 2
i 've been there, 2
be a way out, 2
back where you belong, 2
the legend of the, 2
master right away master, 2
is against the rules, 2
you asked for it, 2
" boom boom boom, 2
soon there will be, 2
nice to have everything, 2
so that 's what, 2
thanks no time for, 2
think they 'll be, 2
do you think they, 2
i did n't expect, 2
i 'll have you, 2
'll just take your, 2
i 'm not sure, 2
we got ta find, 2
let me out of, 2
you might need me, 2
you really think so, 2
be dark dank and, 2
to be a hero, 2
better get out of, 2
good would it do, 2
i thought we were, 2
looks like it 's, 2
all have to work, 2
well i guess that, 2
n't do this to, 2
and i will get, 2
where you 're going, 2
magic in the wands, 2
come on flutter ponies, 2
you have to go, 2
but you got ta, 2
ice orgs and lava, 2
i 'm a dragon, 2
i 'm coming with, 2
to be a way, 2
well i guess we, 2
just take your shadow, 2
is more like it, 2
how you like it, 2
back into the barrel, 2
i did n't wan, 2
we 'll get it, 2
oh i hate to, 2
i 've got the, 2
and you and you, 2
the little ponies will, 2
came to see me, 2
wan na do it, 2
move it move it, 2
it 's almost midnight, 2
you hold this side, 2
i 've always wanted, 2
you want the horseshoe, 2
'll always be in, 2
half of the amulet, 2
we ca n't help, 2
after all this time, 2
but we do n't, 2
the other flutter ponies, 2
i 'll save you, 2
but there 's only, 2
if we can keep, 2
we 'll figure out, 2
there must be a, 2
i wan na be, 2
she 'll always be, 2
we 'll get you, 2
but what good would, 2
everything 's gon na, 2
how are we ever, 2
the heart of fire, 2
how can you ask, 2
you 're mine now, 2
a piece of my, 2
do n't make me, 2
i 'll deal with, 2
we 've tried everything, 2
rainbow of light is, 2
please do n't hurt, 2
you 're one of, 2
have everything back to, 2
you wan na help, 2
i think they 're, 2
are we glad to, 2
's going to be, 2
i do n't have, 2
like it 's gon, 2
do we do now, 2
well it does n't, 2
the way we like, 2
it 's because they, 2
flashstone away from squirk, 2
's up to us, 2
but you have to, 2
n't know what to, 2
to get the flashstone, 2
think we 'd better, 2
and that 's all, 2
could help rescue you, 2
i 'll get you, 2
'll have to go, 2
hey what 's the, 2
got to help us, 2
find out what 's, 2
out of here right, 2
there 's not enough, 2
find a way in, 2
is n't dream valley, 2
it looks like a, 2
what 's done is, 2
but it did n't, 2
it 's me your, 2
things to worry about, 2
if we could just, 2
before they ruin everything, 2
wish i wish i, 2
will be dark dank, 2
did n't steal it, 2
the flutter ponies to, 2
more important things to, 2
'll go back to, 2
it was an accident, 2
only we can find, 2
get the magic wands, 2
why ca n't you, 2
's got ta be, 2
's the last thing, 2
will be back to, 2
never seen a storm, 2
's break it down, 2
that 's what i, 2
ca n't hurt to, 2
where you 're dripping, 2
to furbobia and get, 2
what are you gon, 2
of you stay here, 2
nursery of paradise estate, 2
be one of the, 2
c'm on c'm on, 2
rest of you stay, 2
oh it 's the, 2
he 's my friend, 2
you do n't understand, 2
i ca n't wait, 2
we thought you were, 2
they 're trying to, 2
do n't you take, 2
who should be queen, 2
i wo n't let, 2
to go way to, 2
bet on sure things, 2
're going to make, 2
i have to do, 2
find a good deed, 2
late too late too, 2
wink in and out, 2
the magic wands back, 2
and now it 's, 2
to have everything back, 2
only thing that can, 2
'm the queen of, 2
would happen to them, 2
the creamy confection foundry, 2
she 's lost her, 2
i did n't know, 2
you 're trying to, 2
n't have anything to, 2
the magic in the, 2
we 'll never make, 2
that used to be, 2
going to make it, 2
hydia hates me she, 2
power to do anything, 2
i wish we could, 2
to the volcano of, 2
let them get away, 2
you 're going to, 2
'm so glad you, 2
i ca n't move, 2
is that the best, 2
morning glory reaches paradise, 2
i ca n't find, 2
please do n't do, 2
to think of it, 2
by sunset flutter valley, 2
mixville ice cream works, 2
and what about the, 2
one over the door, 2
i 'm sure you, 2
i wonder where they, 2
even when it is, 2
oh come on megan, 2
can get out of, 2
you just need a, 2
there are too many, 2
i thought you were, 2
see how you like, 2
so you see i, 2
but there 's not, 2
i think we ought, 2
give it all you, 2
wo n't be able, 2
i told you it, 2
it 's the big, 2
gon na be okay, 2
what are you talking, 2
chance to capture all, 2
only bet on sure, 2
i 'm warning you, 2
do n't understand it, 2
you are king you, 2
he 's not gon, 2
that was n't exactly, 2
that must be the, 2
we 've been walking, 2
i mean it 's, 2
sunset flutter valley will, 2
'll teach him a, 2
i 'm not going, 2
you 're doing it, 2
now let 's see, 2
important things to worry, 2
what 're you doing, 2
i guess it 's, 2
i-i do n't know, 2
gon na be so, 2
of the princess ponies, 2
find his elevated eminence, 2
go way to go, 2
we 'll be together, 2
will be just like, 2
we 'll never find, 2
heart throb do n't, 2
but i just do, 2
it 's the flutter, 2
we can do to, 2
you get out of, 2
do with the magic, 2
will happen to you, 2
it 's not working, 2
get you there in, 2
to do a good, 2
and we wo n't, 2
guess we 'll have, 2
let 's check it, 2
've been looking for, 2
i wish i could, 2
long way to go, 2
and you can fly, 2
all of ponyland is, 2
valley will be no, 2
what happened to your, 2
okay here i come, 2
everything back to normal, 2
what can we do, 2
'm afraid we 're, 2
i 've always been, 2
nothing to worry about, 2
now let 's go, 2
na have to go, 2
we thought we heard, 2
a way to make, 2
're not going to, 2
back to royal paradise, 2
i think we 'll, 2
make it in time, 2
good deed for you, 2
and the rainbow of, 2
well of course i, 2
yeah yeah yeah this, 2
do n't call me, 2
's a land pie, 2
good would that do, 2
how do we do, 2
not far from here, 2
that 's the worst, 2
i thought he was, 2
no we are n't, 2
where have you been, 2
do n't let them, 2
and for that we, 2
we glad to see, 2
i was looking for, 2
to make it rain, 2
i 'm sure we, 2
knight shade knight shade, 2
no no it 's, 2
's not gon na, 2
it 's a wonderful, 2
you sure this is, 2
's a long way, 2
shoop shoop bee doo, 2
that 's all right, 2
i 'll just take, 2
i 'll just wink, 2
orgs and lava demons, 2
you 'll be one, 2
of the volcano of, 2
got to be a, 2
n't want to go, 2
turn them into glass, 2
we got ta do, 2
to get to the, 2
that is one even, 2
never make it in, 2
rest of the furbobs, 2
the nursery of paradise, 2
think we 're in, 2
got to tell them, 2
no you wo n't, 2
but we ca n't, 2
's going to fall, 2
way out of this, 2
n't hurt to try, 2
you thank you thank, 2
a surprise for you, 2
know how to ride, 2
've got you now, 2
shoobee doo shoop shoop, 2
rest of the troggles, 2
let go of the, 2
just the way we, 2
bet you ca n't, 2
're the ones who, 2
into glass before they, 2
i 'll stop you, 2
i should have stayed, 2
i think i know, 2
so what 's so, 2
do n't leave me, 2
make it go away, 2
we all have to, 2
ca n't believe how, 2
wo n't happen again, 2
i 've never been, 2
heart throb please sit, 2
think i 'm going, 2
you 'll love it, 2
it 's not fair, 2
i ca n't take, 2
it 's megan and, 2
way to make it, 2
one even when it, 2
know what 's wrong, 2
baby heart throb please, 2
you ponies ca n't, 2
think i 'll just, 2
'm not all here, 2
there in a flash, 2
we 'd better do, 2
to know her better, 2
's the flutter ponies, 2
oh yes oh yes, 2
sure this is the, 2
turn the other wing, 2
the last thing i, 2
they used to be, 2
it 's better than, 2
if i do n't, 2
i seem to recall, 2
got to be around, 2
all the way back, 2
lickety split heart throb, 2
behold the power of, 2
ruin the flutter ponies, 2
i 'm the queen, 2
oh i 'm sure, 2
that 's it buttons, 2
heart throb and gusty, 2
we can find a, 2
just close your eyes, 2
i 'll get back, 2
then that 's where, 2
what i tell you, 2
thank you for all, 2
we 'll go back, 2
'll get back to, 2
banished to the realm, 2
'll be " it, 2
what good would that, 2
n't have any choice, 2
the effects of the, 2
if only we can, 2
she fixed my leg, 2
to my true love, 2
n't let them get, 2
you 're not a, 2
got to rescue the, 2
are you talking about, 2
i thought you might, 2
just do n't have, 2
other half of the, 2
do n't be afraid, 2
if it 's the, 2
something to do with, 2
rrowff rrowff rrowff rrowff, 2
from the volcano of, 2
to the rest of, 2
why are they so, 2
what are they doing, 2
sunstone back to flutter, 2
we have to go, 2
're helping a would-be, 2
we 're here to, 2
've got to go, 2
've got to do, 2
's go back to, 2
looks like we 're, 2
does n't look like, 2
soon we 'll have, 2
come on it 's, 2
oh this is so, 2
have the power to, 2
there ai n't no, 2
the most beautiful place, 2
you do n't have, 2
na na na na, 2
have to do with, 2
last thing i do, 2
be banished to the, 2
thought we heard a, 2
on you can do, 2
n't know how to, 2
n't wan na do, 2
this is gon na, 2
we 'll always be, 2
and go back to, 2
the power to do, 2
the flutter ponies and, 2
do n't drop me, 2
n't give up flutter, 2
is gon na be, 2
what can i do, 2
you out of there, 2
the power of darkness, 2
but i thought you, 2
i think i 'll, 2
rescue the princess ponies, 2
's where we 're, 2
going for the double, 2
he loves me not, 2
if only megan were, 2
the big brother ponies, 2
let 's get the, 2
to turn ponyland into, 2
it 's not my, 2
[ all repeat ], 2
wish it would rain, 2
's see if we, 2
are you sure this, 2
so what are we, 2
i have to get, 2
take care of them, 2
find a way out, 2
we need it to, 2
get the baby seaponies, 2
here we go again, 2
i ca n't see, 2
yeah yeah help help, 2
your last chance to, 2
did i put that, 2
i think i 'd, 2
we have to find, 2
but i did n't, 2
no i ca n't, 2
we go back to, 2
you must let us, 2
be the source of, 2
're gon na miss, 2
thank you very much, 2
my true love is, 2
is one even when, 2
what if there 's, 2
to leave us alone, 2
no they wo n't, 2
doo shoop shoop bee, 2
i 'm a furbob, 2
we need a plan, 2
you really do n't, 2
've got ta be, 2
is not far from, 2
we ca n't wink, 2
do n't like danger, 2
i have to try, 2
have a better idea, 2
no time to waste, 2
n't know what 's, 2
i hope you 're, 2
'm going for the, 2
do we get past, 2
've run out of, 2
my one true love, 2
's go to paradise, 2
teach him a lesson, 2
like a good idea, 2
i know just how, 2
have to get the, 2
thought we were friends, 2
ca n't stop it, 2
way to go way, 2
's exactly what i, 2
've been waiting for, 2
i had in mind, 2
's gon na rain, 2
there is n't any, 2
ca n't reach it, 2
what good would it, 2
'm sure of it, 2
well what are we, 2
do n't care what, 2
to the weaving room, 2
n't look like we, 2
be back to normal, 2
ai n't no place, 2
thank you for your, 2
get me some more, 2
to rescue the princess, 2
try to find the, 2
a long long time, 2
and where do you, 2
've got to tell, 2
was n't my fault, 2
let us out of, 2
there 's no water, 2
time for thanks no, 2
it 's time for, 2
the babies ' shadows, 2
so you can see, 2
over the years the, 2
and i 've been, 2
let 's break it, 2
lost the rainbow of, 2
just might be able, 2
we have to try, 2
it would n't be, 2
the magic of the, 2
oh boy are we, 2
now all we have, 2
where we 're going, 2
if you want to, 2
there 's got to, 2
we 'd better go, 2
can do about it, 2
do you know where, 2
what we can do, 2
've got a long, 2
out is against the, 2
well what are you, 2
i seem to have, 2
do you mean ", 2
every place we live, 2
for thanks no time, 2
to tell you the, 2
way we like it, 2
i wish there was, 2
wan na talk to, 2
to be a dragon, 2
the flutter ponies ', 2
pretend to be my, 2
ponies are coming back, 2
you do n't like, 2
for you to do, 2
it just might work, 2
way to go buttons, 1
get to know her, 1
it 's the only, 1
us furbobs so we, 1
time get his friend, 1
that 's okay baby, 1
turn things into glass, 1
go back and everybody, 1
got ta be a, 1
there 's no point, 1
for power is endless, 1
world we have to, 1
tell 'em yeah tell, 1
the rest is up, 1
know how he does, 1
wed attracts misadventure the, 1
hiya hoo hoo hoo, 1
was for eating not, 1
standing on my dress, 1
keep at it surprise, 1
you to say gusty, 1
others here in hopes, 1
that 's not true, 1
was well a long, 1
baby half note might, 1
was looking for you, 1
has sonny 's home, 1
arm yourself with charms, 1
your powers on it, 1
the baby ponies could, 1
always happening to me, 1
sure the babies got, 1
furniture ready to fight, 1
never see other ponies, 1
fizzy you 've got, 1
about ten thou oh, 1
water lily have been, 1
i made you what, 1
a touchdown till you, 1
oh when the furbob, 1
new one on me, 1
n't i do it, 1
one flick of my, 1
all right now baby, 1
this be tougher than, 1
is no need to, 1
like though i know, 1
the ice cream you, 1
gon na shatter you, 1
oh no way no, 1
that means megan is, 1
as i was saying, 1
look pretty dark right, 1
the other wing morning, 1
and the end of, 1
how 'd ya make, 1
hard maybe we can, 1
to the little ponies, 1
to be making matters, 1
are fed up with, 1
is a little heart, 1
have a family meeting, 1
they 're heavy sleepers, 1
rest of you protect, 1
then you must all, 1
star have you seen, 1
my grandfather was their, 1
come out of there, 1
way yeah yeah yeah, 1
a game and i, 1
may be other beings, 1
you might want to, 1
it has something to, 1
it hot enough to, 1
witches have taken over, 1
i just hope you, 1
'll know it when, 1
ooh ho ho ho, 1
friend gallop away at, 1
he 's made our, 1
a bit since the, 1
two ponies you say, 1
prince charming of course, 1
him in his torment, 1
keep the sunstone we, 1
some new legends i, 1
the slaves are escaping, 1
now let 's work, 1
have some nerve -you, 1
's never this hard, 1
yeah thank you thank, 1
it a good swat, 1
what 're we gon, 1
be if you would, 1
wonder it 's so, 1
the ponies have escaped, 1
could be stuck here, 1
'm not only useless, 1
if gluda and gock, 1
they are great for, 1
he 'll play with, 1
would you expect from, 1
seen anything so glamorous, 1
'till the fat lady, 1
ah- all right all, 1
us all out of, 1
many times in the, 1
is the repository of, 1
could never have taken, 1
've got you surrounded, 1
you bring me somethin', 1
waiting to be rescued, 1
'uns head back up, 1
just a little harder, 1
go there if you, 1
to do but play, 1
what this is over, 1
back that 's exactly, 1
they said they 'd, 1
so you can win, 1
comin' to save us, 1
's too dangerous alone, 1
just got ta find, 1
grundle ran fast but, 1
go and we do, 1
north star are you, 1
think we 're still, 1
has happened to them, 1
or is it his, 1
ponies told us about, 1
from my parents a, 1
return to the others, 1
bad dream baby heartthrob, 1
a new rule that, 1
're not gon na, 1
to make a run, 1
just do n't get, 1
'll have to get, 1
's all this here, 1
your friends to bring, 1
that 's okay spike, 1
the prince back in, 1
legs in the morning, 1
purple mountain oh it, 1
about about your true, 1
i 'll guide you, 1
bath we wo n't, 1
're your friends and, 1
we should bring her, 1
this is not right, 1
a flight and do, 1
beautiful place in all, 1
with a stout heart, 1
thing that would cheer, 1
us because we 're, 1
that the scree gaze, 1
well they could n't, 1
does not matter only, 1
caught north star and, 1
so much trouble my, 1
my poochy wants filet, 1
back in business again, 1
see baby heart throb, 1
castle faster if we, 1
be where the raptorians, 1
we ca n't find, 1
get on with the, 1
so she ca n't, 1
have one chance flutter, 1
trying to find niblick, 1
not hiding it under, 1
back and visit the, 1
n't you enjoying yourself, 1
i would give it, 1
aww the poor little, 1
you can fly heartthrob, 1
cara keeper of the, 1
and see you tomorrow, 1
the pony surprise and, 1
a way around that, 1
execute plan a. that, 1
carried farther and farther, 1
he or she wills, 1
one you can do, 1
i 've been searching, 1
oh cheer up everybody, 1
all i 've got, 1
for this chance sting, 1
it my little ones, 1
sky it was a, 1
the place has gone, 1
have more fun if, 1
precisely what i wish, 1
the black mountains the, 1
to take charge here, 1
one of them for, 1
can go that high, 1
in the barrel the, 1
to go talk to, 1
little squirt for anyway, 1
you need us again, 1
readiness master as you, 1
are alive just like, 1
and a year 's, 1
but the castle 's, 1
me clean what 's, 1
this is more like, 1
the others should wait, 1
pluma can you change, 1
fizzy took control and, 1
one and only steam-powered, 1
behalf of all the, 1
you promise to undo, 1
ooh dear this cloak, 1
wink back in again, 1
'm fine thank you, 1
can we blow up, 1
mean we love 'em, 1
city wall and grab, 1
found celebrating will be, 1
tunnel through the floor, 1
the greatest treasure of, 1
is the lamp that, 1
n't expect to see, 1
you destroy the flashstone, 1
this can as a, 1
be able to turn, 1
all they do is, 1
you see anything unusual, 1
shadow including my own, 1
song but i 'm, 1
must prepare a plan, 1
hope this is it, 1
fighting so long i, 1
good life it 's, 1
the roiling depths of, 1
oh cheer up alonso, 1
at once for we, 1
this meteorological debacle is, 1
water long enough to, 1
out of the estate, 1
am the genie of, 1
grateful we are you, 1
be other beings who, 1
can catch that spook, 1
before you go do, 1
they used all our, 1
'll always be remembered, 1
remain in the barrel, 1
or is it galaxy, 1
to run back here, 1
like a big gray, 1
what happened to everybody, 1
to bake that cake, 1
which one is the, 1
's light will you, 1
so why do you, 1
kind of you rosedust, 1
mama i wish i, 1
my cupcakes of course, 1
ca n't scare us, 1
must be absolutely squeaky, 1
going to have to, 1
is too thick for, 1
from megan and the, 1
well we 're all, 1
we 'd be the, 1
hey it 's only, 1
think north star before, 1
have been slow to, 1
just lose a privilege, 1
complaining you were doing, 1
'd almost forgotten how, 1
is that in the, 1
me explain what happened, 1
north star i hope, 1
you know we 'll, 1
rocks look like they, 1
to g-g-go south for, 1
saving it for my, 1
well they all left, 1
that was n't very, 1
i 'll catch up, 1
thatta' way yeah yeah, 1
flutter valley before sunset, 1
are here with their, 1
what 's an aligatorsaur, 1
me we can win, 1
these huge oak trees, 1
dragonslayer he was n't, 1
as no one passes, 1
it sounds like it, 1
horseshoe that can take, 1
off tryin' it together, 1
had anyone to chase, 1
you low and miserable, 1
at least that did, 1
change shape to escape, 1
wo n't have any, 1
absolutely squeaky clean through, 1
we sha n't be, 1
too far this time, 1
you 're out of, 1
oh look at you, 1
accomplishment to make you, 1
